OffspCollection	Kid	Pa	Ma	PopName	SpawnYear	FDR	Pvalue	LOD	P.Pr.C_Se_Se	P.Pr.Max	MaxP.Pr.Relat	TotPaNonExc	TotMaNonExc	TotUnkNonExc	TotPairsMendCompat	TotPairsMendAndLogL	TotParsMendLoglAndRank	TotPairsNonExc	KidMiss	PaMiss	MaMiss	MI.Kid.Pa	MI.Kid.Ma	MI.Trio	MendIncLoci
JSOES_May2024	90839-462	OtsPBT22-CarsonNFH-0128	OtsPBT22-CarsonNFH-0026	Carson	2022	0.000000	0.000000	21.836007	0.999543	0.999543	C_Se_Se	69	74	0	1	1	1	1	3	0	1	0	0	0	---
JSOES_May2024	90839-463	OtsPBT22-UmaSp-1159	OtsPBT22-UmaSp-1157	SF_Walla_Walla	2022	0.000000	0.000000	19.889169	0.996804	0.996804	C_Se_Se	198	242	0	2	2	2	2	2	1	0	0	0	0	---
JSOES_May2024	90839-464	OtsPBT22-LWSSp-0408	OtsPBT22-LWSSp-0509	Little_White_Salmon_sp	2022	0.000000	0.000000	21.511706	0.999367	0.999367	C_Se_Se	406	521	1	1	1	1	1	0	0	0	0	0	0	---
JSOES_May2024	90839-467	OtsPBT22-LWSSp-1327	OtsPBT22-LWSSp-1225	Little_White_Salmon_sp	2022	0.000000	0.000000	21.989160	0.999607	0.999607	C_Se_Se	446	488	1	2	2	2	2	1	2	2	0	0	0	---
JSOES_May2024	90839-468	OtsPBT22-LWSSp-0092	OtsPBT22-LWSSp-0220	Little_White_Salmon_sp	2022	0.000000	0.004000	18.067519	0.980563	0.980563	C_Se_Se	556	648	0	21	21	21	21	3	0	2	0	0	0	---
JSOES_May2024	90839-469	OtsRAPH22S_2147	OtsRAPH22S_0178	Rapid_River	2022	0.092910	0.931000	-2.613585	0.000000	0.855467	C_U_U	482	527	0	1	1	1	1	1	0	7	0	1	4	Ots_112419-131,Ots_mapK-3'-309,Ots_mybp-85,Ots_SClkF2R2-135
JSOES_May2024	90839-470	OtsPBT22-LWSSp-0434	OtsPBT22-LWSSp-0534	Little_White_Salmon_sp	2022	0.000000	0.000000	21.226668	0.999159	0.999159	C_Se_Se	216	226	1	1	1	1	1	1	0	1	0	0	0	---
JSOES_May2024	90839-471	OtsPBT22-LWSFa-4623	OtsPBT22-LWSFa-4815	Little_White_Salmon_fa	2022	0.000738	0.001000	18.990003	0.992181	0.992181	C_Se_Se	418	384	1	5	5	5	5	1	0	0	0	0	0	---
JSOES_May2024	90839-472	OtsAC22NSNT_0039	OtsAC22NSNT_0347	Minto	2022	0.003950	0.003000	18.018702	0.979610	0.979610	C_Se_Se	154	111	0	47	47	47	47	1	0	1	0	0	0	---
JSOES_May2024	90839-473	OtsPBT22-LWSSp-0083	OtsPBT22-LWSSp-0206	Little_White_Salmon_sp	2022	0.000000	0.000000	21.554544	0.999394	0.999394	C_Se_Se	721	824	0	15	15	15	15	0	0	1	0	0	0	---
JSOES_May2024	90839-474	OtsPBT22-PRHFa-3717	OtsPBT22-PRHFa-4343	Priest_Rapids	2022	0.884556	0.990000	3.688324	0.000029	0.406540	C_U_U	1300	1246	0	9	9	9	9	1	0	0	1	0	4	Ots_112820-284,Ots_CirpA,Ots_u07-17.135,Ots_unk526
JSOES_May2024	90839-476	OtsPBT22-SpCrTule-1249	OtsPBT22-SpCrTule-0854	Spring_Creek	2022	0.586697	0.974000	1.375912	0.000003	0.784349	C_U_U	196	147	0	2	2	2	2	1	6	0	2	2	4	Ots_102801-308,Ots_118938-325,Ots_CD59-2,Ots_redd1-187
JSOES_May2024	90839-477	---	---	---	---	---	---	---	---	---	---	48	47	0	0	0	0	0	1	---	---	---	---	---	---
JSOES_May2024	90839-478	OtsDWOR22S_1331	OtsDWOR22S_0407	Dworshak	2022	0.000000	0.000000	21.043250	0.998990	0.998990	C_Se_Se	241	248	0	1	1	1	1	2	0	0	0	0	0	---
JSOES_May2024	90839-479	OtsRAPH22S_2344	OtsRAPH22S_0351	Rapid_River	2022	0.000000	0.000000	19.608013	0.995770	0.995770	C_Se_Se	190	232	0	5	5	5	5	0	0	4	0	0	0	---
JSOES_May2024	90839-480	OtsPBT22-SpCrTule-1650	OtsPBT22-SpCrTule-1538	Spring_Creek	2022	0.003442	0.002000	18.839841	0.990926	0.990926	C_Se_Se	465	439	0	30	30	30	30	2	2	3	0	0	0	---
JSOES_May2024	90839-481	OtsPBT22-SpCrTule-6515	OtsPBT22-SpCrTule-6050	Spring_Creek	2022	0.436868	0.689000	12.198654	0.124779	0.303381	C_U_U	1185	1106	0	865	865	865	865	3	0	0	0	0	1	Ots_HMGB1-73
JSOES_May2024	90839-482	OtsPBT22-SpCrTule-1222	OtsPBT22-SpCrTule-0874	Spring_Creek	2022	0.036141	0.045000	16.396839	0.904672	0.904672	C_Se_Se	387	309	0	319	319	319	319	2	0	0	1	0	1	Ots_105407-117
JSOES_May2024	90839-483	OtsPBT22-SpCrTule-0142	OtsPBT22-SpCrTule-0040	Spring_Creek	2022	0.294092	0.415000	12.775471	0.202439	0.202439	C_Se_Se	514	481	0	579	579	579	579	0	0	0	1	0	2	Ots_105105-613,Ots_P53
JSOES_May2024	90839-484	---	---	---	---	---	---	---	---	---	---	7	6	0	0	0	0	0	1	---	---	---	---	---	---
JSOES_May2024	90839-485	---	---	---	---	---	---	---	---	---	---	89	87	0	0	0	0	0	1	---	---	---	---	---	---
JSOES_May2024	90839-486	OtsAC22NSNT_0729	OtsAC22NSNT_0904	Minto	2022	0.439340	0.562000	4.824232	0.000089	0.719507	C_U_U	563	514	1	3	3	3	3	3	0	1	1	0	3	Ots_112820-284,Ots_mybp-85,Ots_S7-1
JSOES_May2024	90839-487	OtsPBT22-SpCrTule-0726	OtsPBT22-SpCrTule-0602	Spring_Creek	2022	0.004381	0.004000	17.934025	0.977848	0.977848	C_Se_Se	1013	945	0	1801	1801	1801	1801	3	7	10	0	0	0	---
JSOES_May2024	90839-488	OtsPBT22LFSuFa-0881	OtsPBT22LFSuFa-0621	Kalama_Falls_su/fa	2022	5.002276	0.998000	9.239169	0.007337	0.455866	C_Se_U	965	879	0	354	354	354	354	3	1	0	1	1	3	Ots_115987-325,Ots_E2-275,Ots_TGFB
JSOES_May2024	90839-490	OtsPBT22LESp-0617	OtsPBT22LESp-0363	Speelyai	2022	0.886090	0.925000	5.463224	0.000169	0.676314	C_U_U	1186	1185	0	19	19	19	19	2	6	0	0	1	3	Ots_105385-421,Ots_108820-336,Ots_ntl-255
JSOES_May2024	90839-492	OtsAC22SSNT_0306	OtsAC22SSNT_0465	S_Santiam	2022	0.001194	0.001000	16.710028	0.928471	0.928471	C_Se_Se	197	158	0	3	3	3	3	1	0	0	0	1	1	Ots_mybp-85
JSOES_May2024	90839-494	OtsPBT22-COW-IMSp-0723	OtsPBT22-COW-IMSp-0692	Cowlitz	2022	0.003152	0.001000	17.999271	0.979218	0.979218	C_Se_Se	1348	1422	1	13	13	13	13	2	0	0	0	0	0	---
JSOES_May2024	90839-496	OtsPBT22-BonnTule-1942	OtsPBT22-BonnTule-1537	Bonneville	2022	0.006271	0.015000	16.964419	0.943632	0.943632	C_Se_Se	134	126	0	31	31	31	31	1	0	1	0	0	0	---
JSOES_May2024	90839-497	---	---	---	---	---	---	---	---	---	---	256	285	0	0	0	0	0	3	---	---	---	---	---	---
JSOES_May2024	90839-498	OtsAC22SSNT_0336	OtsAC22SSNT_0417	S_Santiam	2022	0.000000	0.000000	18.714486	0.989727	0.989727	C_Se_Se	870	727	0	192	192	192	192	2	0	0	0	0	0	---
JSOES_May2024	90839-499	---	---	---	---	---	---	---	---	---	---	34	18	0	0	0	0	0	1	---	---	---	---	---	---
JSOES_May2024	90839-501	OtsPBT22-UmaFa-0116	OtsPBT22-UmaFa-0023	Three_Mile_Dam	2022	0.006000	0.006000	17.248697	0.956980	0.956980	C_Se_Se	1850	2452	2	853	853	853	853	2	0	0	0	0	0	---
JSOES_May2024	90839-505	OtsAC22MCKE_0265	OtsAC22MCKE_0593	McKenzie	2022	0.428355	0.652000	0.500520	0.000001	0.829117	C_U_U	359	318	0	1	1	1	1	0	0	0	1	1	4	Ots_cox1-241,Ots_FGF6B_1,Ots_P53,Ots_TLR3
JSOES_May2024	90839-506	OtsPBT22-COW-IMSp-0504	OtsPBT22-COW-IMSp-0076	Cowlitz	2022	1.145037	0.999000	2.845029	0.000012	0.431022	C_U_U	125	92	0	15	15	15	15	0	10	0	2	1	3	Ots_mapKpr-151,Ots_NOD1,Ots_Thio
JSOES_May2024	90839-507	---	---	---	---	---	---	---	---	---	---	35	53	0	0	0	0	0	0	---	---	---	---	---	---
JSOES_May2024	90839-508	OtsAC22SSNT_0525	OtsAC22SSNT_0629	S_Santiam	2022	0.000000	0.000000	20.651308	0.998506	0.998506	C_Se_Se	379	313	0	4	4	4	4	0	0	0	0	0	0	---
JSOES_May2024	90839-510	OtsAC22NSNT_0537	OtsAC22NSNT_1203	Minto	2022	0.535473	0.792000	2.733299	0.000011	0.781679	C_U_U	315	259	1	4	4	4	4	0	0	0	2	1	4	Ots_102801-308,Ots_112820-284,Ots_115987-325,Ots_u07-07.161
JSOES_May2024	90839-511	OtsAC22NSNT_0669	OtsAC22NSNT_0682	Minto	2022	0.003752	0.003000	17.347576	0.960871	0.960871	C_Se_Se	102	83	0	3	3	3	3	1	0	0	0	1	1	Ots_112820-284
JSOES_May2024	90839-512	OtsAC22NSNT_1496	OtsAC22NSNT_0706	Minto	2022	0.531884	0.893000	6.598373	0.000527	0.674719	C_U_U	1227	1282	0	8	8	8	8	5	4	0	0	0	4	Ots_102801-308,Ots_129458-451,Ots_94903-99R,Ots_u6-75
JSOES_May2024	90839-513	OtsAC22NSNT_0671	OtsAC22NSNT_0679	Minto	2022	0.000000	0.000000	18.802363	0.990583	0.990583	C_Se_Se	109	78	0	16	16	16	16	1	0	0	0	0	0	---
JSOES_May2024	90839-515	OtsAC22NSNT_1532	OtsAC22NSNT_1167	Minto	2022	0.187155	0.202000	6.220344	0.000361	0.855088	C_U_U	1891	1931	0	1	1	1	1	2	0	0	0	0	4	Ots_102801-308,Ots_FGF6B_1,Ots_Ikaros-250,Ots_u07-07.161
JSOES_May2024	90839-516	OtsPBT22-COW-IMSp-0536	OtsPBT22-COW-IMSp-0218	Cowlitz	2022	1.653451	0.918000	0.685965	0.000001	0.850940	C_U_U	980	972	0	4	4	4	4	1	6	1	1	1	3	Ots_115987-325,Ots_cox1-241,Ots_u07-18.378
JSOES_May2024	90839-517	OtsAC22NSNT_0577	OtsAC22NSNT_1044	Minto	2022	0.563818	0.879000	5.614146	0.000197	0.523684	C_U_U	189	155	0	21	21	21	21	0	1	0	0	1	3	Ots_112876-371,Ots_118938-325,Ots_mybp-85
JSOES_May2024	90839-518	---	---	---	---	---	---	---	---	---	---	48	20	0	0	0	0	0	1	---	---	---	---	---	---
JSOES_May2024	90839-519	OtsPBT22-COW-IMSp-0420	OtsPBT22-COW-IMSp-0301	Cowlitz	2022	1.258280	0.998000	-2.808885	0.000000	0.619877	C_U_U	341	355	0	2	2	2	2	0	3	0	2	2	4	Ots_105385-421,Ots_128757-61R,Ots_OTSTF1-SNP1,Ots_SWS1op-182
JSOES_May2024	90839-520	OtsAC22MCKE_0542	OtsAC22MCKE_0513	McKenzie	2022	0.121250	0.151000	7.561047	0.001378	0.692056	C_Se_U	200	146	0	2	2	2	2	0	0	0	0	1	3	Ots_102414-395,Ots_118938-325,Ots_TLR3
JSOES_May2024	90839-521	OtsPBT22-LWSFa-1342	OtsPBT22-LWSFa-1543	Little_White_Salmon_fa	2022	0.000000	0.000000	20.246544	0.997762	0.997762	C_Se_Se	596	644	0	4	4	4	4	2	0	0	0	0	0	---
JSOES_May2024	90839-522	---	---	---	---	---	---	---	---	---	---	57	36	0	0	0	0	0	1	---	---	---	---	---	---
JSOES_May2024	90839-523	OtsLYON22S_1_0256	OtsLYON22S_1_3255	Lyons_Ferry_fa	2022	0.000000	0.000000	20.429470	0.998135	0.998135	C_Se_Se	36	50	0	2	2	2	2	1	0	0	0	0	0	---
JSOES_May2024	90839-524	OtsPBT22-LWSFa-8429	OtsPBT22-LWSFa-8250	Little_White_Salmon_fa	2022	0.000000	0.000000	20.360113	0.998002	0.998002	C_Se_Se	89	132	0	1	1	1	1	1	0	0	0	0	0	---
JSOES_May2024	90839-525	---	---	---	---	---	---	---	---	---	---	3	3	0	0	0	0	0	3	---	---	---	---	---	---
JSOES_May2024	90839-527	---	---	---	---	---	---	---	---	---	---	341	287	0	0	0	0	0	0	---	---	---	---	---	---
JSOES_May2024	90839-528	OtsPBT22LGSp-0033	OtsPBT22LGSp-0102	Kalama_Falls_sp	2022	0.129629	0.286000	8.454244	0.003360	0.293579	C_U_U	1316	1267	0	13	13	13	13	0	0	0	1	0	4	Ots_GCSH,Ots_HMGB1-73,Ots_TGFB,Ots_u4-92
JSOES_May2024	90839-531	OtsPBT22LESp-0455	OtsPBT22LESp-0278	Speelyai	2022	0.006706	0.001000	18.659760	0.989155	0.989155	C_Se_Se	74	55	0	1	1	1	1	0	0	0	1	0	1	Ots_105407-117
JSOES_May2024	90839-532	OtsPBT22LGSp-0082	OtsPBT22LGSp-0113	Kalama_Falls_sp	2022	0.000529	0.001000	20.651430	0.998506	0.998506	C_Se_Se	21	16	0	2	2	2	2	1	1	0	0	0	0	---
JSOES_May2024	90839-533	OtsAC22NSNT_1475	OtsAC22NSNT_1280	Minto	2022	0.000000	0.000000	18.454539	0.986718	0.986718	C_Se_Se	181	114	0	84	84	84	84	3	0	1	0	0	0	---
JSOES_May2024	90839-535	OtsAC22NSNT_0024	OtsAC22NSNT_0692	Minto	2022	0.000000	0.000000	20.068030	0.997326	0.997326	C_Se_Se	928	870	0	11	11	11	11	0	0	0	0	0	0	---
JSOES_May2024	90839-536	OtsAC22NSNT_0552	OtsAC22NSNT_1171	Minto	2022	0.326039	0.391000	8.668988	0.004162	0.555204	C_U_U	176	136	0	9	9	9	9	2	0	1	0	2	4	Ots_102801-308,Ots_HMGB1-73,Ots_NOD1,Ots_RAG3
JSOES_May2024	90839-540	OtsPBT22LESp-0110	OtsPBT22LESp-0229	Speelyai	2022	0.003353	0.001000	19.410760	0.994853	0.994853	C_Se_Se	26	19	0	1	1	1	1	2	0	2	0	0	0	---
JSOES_May2024	90839-541	OtsAC22NSNT_0127	OtsAC22NSNT_0249	Minto	2022	0.000000	0.000000	18.951906	0.991880	0.991880	C_Se_Se	209	160	0	3	3	3	3	0	1	0	0	0	0	---
JSOES_May2024	90839-542	OtsPBT22LGSp-0028	OtsPBT22LGSp-0135	Kalama_Falls_sp	2022	0.000000	0.000000	18.035843	0.979950	0.979950	C_Se_Se	2584	2705	0	6	6	6	6	1	0	1	0	1	1	Ots_124774-477
JSOES_May2024	90839-543	OtsAC22SSNT_0082	OtsAC22SSNT_0119	S_Santiam	2022	0.000000	0.000000	19.962250	0.997028	0.997028	C_Se_Se	135	100	0	1	1	1	1	2	2	0	0	0	0	---
JSOES_May2024	90839-545	---	---	---	---	---	---	---	---	---	---	71	51	0	0	0	0	0	0	---	---	---	---	---	---
JSOES_May2024	90839-546	OtsAC22SSNT_0263	OtsAC22SSNT_0459	S_Santiam	2022	0.000000	0.000000	20.298616	0.997875	0.997875	C_Se_Se	577	500	0	3	3	3	3	3	0	0	0	0	0	---
JSOES_May2024	90839-548	OtsAC22SSNT_0308	OtsAC22SSNT_0415	S_Santiam	2022	0.000000	0.000000	20.080483	0.997359	0.997359	C_Se_Se	383	333	0	8	8	8	8	3	1	0	0	0	0	---
JSOES_May2024	90839-550	OtsPBT22LGSp-0418	OtsPBT22LGSp-0487	Kalama_Falls_sp	2022	0.275323	0.781000	1.403950	0.000003	0.716794	C_U_U	189	170	0	1	1	1	1	1	1	1	1	1	4	Ots_104415-88,Ots_112301-43,Ots_NOD1,Ots_TLR3
JSOES_May2024	90839-551	---	---	---	---	---	---	---	---	---	---	106	81	0	0	0	0	0	2	---	---	---	---	---	---
JSOES_May2024	90839-552	---	---	---	---	---	---	---	---	---	---	919	856	0	0	0	0	0	0	---	---	---	---	---	---
JSOES_May2024	90839-553	OtsAC22NSNT_0154	OtsAC22NSNT_0334	Minto	2022	0.002780	0.002000	18.518470	0.987530	0.987530	C_Se_Se	470	385	0	33	33	33	33	0	0	0	0	0	0	---
JSOES_May2024	90839-554	OtsPBT22-SpCrTule-3510	OtsPBT22-SpCrTule-4108	Spring_Creek	2022	0.003012	0.002000	19.292404	0.994210	0.994210	C_Se_Se	51	52	0	15	15	15	15	2	0	0	0	0	0	---
JSOES_May2024	90839-558	OtsPBT22LFSuFa-0849	OtsPBT22LFSuFa-0707	Kalama_Falls_su/fa	2022	10.029613	0.667000	11.469940	0.064365	0.180921	C_Se_Si	1441	1580	0	180	180	180	180	1	0	3	1	1	3	Ots_101704-143,Ots_110201-363,Ots_E2-275
JSOES_May2024	90839-559	OtsPBT22-BonnTule-0675	OtsPBT22-BonnTule-0575	Bonneville	2022	0.008893	0.026000	17.219563	0.955764	0.955764	C_Se_Se	687	656	0	148	148	148	148	4	1	1	0	0	0	---
JSOES_May2024	90839-561	OtsPBT22LGSp-0405	OtsPBT22LGSp-0480	Kalama_Falls_sp	2022	0.192347	0.485000	5.363575	0.000153	0.424884	C_U_U	114	102	0	2	2	2	2	1	0	1	2	0	4	Ots_ARNT,Ots_GPH-318,Ots_ntl-255,Ots_SClkF2R2-135
JSOES_May2024	90839-562	---	---	---	---	---	---	---	---	---	---	439	365	0	0	0	0	0	1	---	---	---	---	---	---
JSOES_May2024	90839-563	---	---	---	---	---	---	---	---	---	---	52	54	0	0	0	0	0	0	---	---	---	---	---	---
JSOES_May2024	90839-564	OtsPBT22LESp-1047	OtsPBT22LESp-1100	Speelyai	2022	0.516327	0.231000	7.411701	0.001187	0.464499	C_U_U	410	321	0	5	5	5	5	0	6	0	1	1	2	Ots_hsc71-3'-488,Ots_u07-18.378
JSOES_May2024	90839-565	---	---	---	---	---	---	---	---	---	---	14	23	0	0	0	0	0	0	---	---	---	---	---	---
JSOES_May2024	90839-568	OtsLYON22S_1_0473	OtsLYON22S_1_4293	Lyons_Ferry_fa	2022	0.000303	0.045000	17.551925	0.967871	0.967871	C_Se_Se	2082	2626	2	186	186	186	186	1	1	2	0	0	0	---
JSOES_May2024	90839-570	OtsPBT22-SpCrTule-1307	OtsPBT22-SpCrTule-0999	Spring_Creek	2022	0.029257	0.034000	16.728696	0.929701	0.929701	C_Se_Se	746	689	0	527	527	527	527	1	0	0	0	0	0	---
JSOES_May2024	90839-572	---	---	---	---	---	---	---	---	---	---	514	391	0	0	0	0	0	1	---	---	---	---	---	---
JSOES_May2024	90839-573	OtsLYON22S_1_0550	OtsLYON22S_1_5030	Lyons_Ferry_fa	2022	0.000016	0.001000	19.102119	0.993005	0.993005	C_Se_Se	562	552	0	1	1	1	1	1	0	2	1	0	1	Ots_u07-07.161
JSOES_May2024	90839-574	---	---	---	---	---	---	---	---	---	---	44	39	0	0	0	0	0	2	---	---	---	---	---	---
JSOES_May2024	90839-575	OtsPBT22-COW-IMSp-0871	OtsPBT22-COW-IMSp-0806	Cowlitz	2022	1.050668	1.000000	4.450193	0.000062	0.695932	U_F	267	196	0	52	52	52	52	0	5	1	1	1	4	Ots_110201-363,Ots_115987-325,Ots_SWS1op-182,Ots_u1002-75
JSOES_May2024	90839-576	---	---	---	---	---	---	---	---	---	---	133	105	0	0	0	0	0	0	---	---	---	---	---	---
JSOES_May2024	90839-577	OtsAC22MCKE_0261	OtsAC22MCKE_0358	McKenzie	2022	0.000903	0.001000	18.896918	0.991425	0.991425	C_Se_Se	299	272	0	10	10	10	10	0	0	0	0	0	0	---
JSOES_May2024	90839-578	OtsAC22MCKE_0132	OtsAC22MCKE_0175	McKenzie	2022	0.000000	0.000000	21.490449	0.999354	0.999354	C_Se_Se	110	86	0	2	2	2	2	0	0	0	0	0	0	---
JSOES_May2024	90839-579	OtsAC22NSNT_0038	OtsAC22NSNT_0338	Minto	2022	0.000000	0.000000	19.193538	0.993612	0.993612	C_Se_Se	496	417	1	88	88	88	88	0	0	0	0	0	0	---
JSOES_May2024	90839-580	---	---	---	---	---	---	---	---	---	---	216	184	0	0	0	0	0	0	---	---	---	---	---	---
JSOES_May2024	90839-582	OtsAC22NSNT_0553	OtsAC22NSNT_1182	Minto	2022	0.000000	0.000000	19.988698	0.997106	0.997106	C_Se_Se	1182	1088	0	6	6	6	6	1	0	0	0	0	0	---
JSOES_May2024	90839-583	---	---	---	---	---	---	---	---	---	---	311	303	0	0	0	0	0	0	---	---	---	---	---	---
JSOES_May2024	90839-584	OtsAC22NSNT_0173	OtsAC22NSNT_0282	Minto	2022	0.000000	0.000000	19.144595	0.993294	0.993294	C_Se_Se	219	198	0	2	2	2	2	0	0	0	0	0	0	---
JSOES_May2024	90839-586	OtsPBT22LESp-0573	OtsPBT22LESp-0326	Speelyai	2022	0.882450	0.658000	5.655066	0.000205	0.503744	C_U_U	117	106	0	6	6	6	6	1	2	1	1	1	4	Ots_CD59-2,Ots_cox1-241,Ots_OTALDBINT1-SNP1,Ots_SClkF2R2-135
JSOES_May2024	90839-587	---	---	---	---	---	---	---	---	---	---	12928	15427	5	0	0	0	0	1	---	---	---	---	---	---
JSOES_May2024	90839-588	OtsAC22NSNT_0379	OtsAC22NSNT_0963	Minto	2022	0.000000	0.000000	19.163948	0.993422	0.993422	C_Se_Se	139	104	0	43	43	43	43	0	1	1	0	0	0	---
JSOES_May2024	90839-589	OtsAC22NSNT_0020	OtsAC22NSNT_0212	Minto	2022	0.551459	0.992000	4.067023	0.000042	0.587675	C_U_U	76	53	0	18	18	18	18	1	0	1	1	0	4	Ots_117432-409,Ots_Est740,Ots_GPH-318,Ots_u6-75
JSOES_May2024	90839-590	OtsAC22SSNT_0312	OtsAC22SSNT_0388	S_Santiam	2022	0.002388	0.003000	17.951301	0.978219	0.978219	C_Se_Se	107	81	0	9	9	9	9	1	1	1	0	0	0	---
JSOES_May2024	90839-591	OtsAC22NSNT_1501	OtsAC22NSNT_0272	Minto	2022	0.542009	0.780000	3.947614	0.000037	0.868151	C_U_U	560	478	0	5	5	5	5	2	1	0	0	0	4	Ots_112820-284,Ots_mybp-85,Ots_OTALDBINT1-SNP1,Ots_ppie-245
JSOES_May2024	90839-592	OtsAC22NSNT_1497	OtsAC22NSNT_0265	Minto	2022	0.203700	0.228000	5.424797	0.000163	0.957242	C_U_U	754	697	0	1	1	1	1	0	0	0	0	1	3	Ots_123921-111,Ots_mybp-85,Ots_TAPBP
JSOES_May2024	90839-593	OtsPBT22-UmaSp-1181	OtsPBT22-UmaSp-1179	SF_Walla_Walla	2022	0.000001	0.001000	21.348596	0.999255	0.999255	C_Se_Se	668	747	0	1	1	1	1	1	1	0	0	0	0	---
JSOES_May2024	90839-594	OtsCLWH22S_1668	OtsCLWH22S_0154	Clearwater	2022	0.000347	0.001000	18.931230	0.991712	0.991712	C_Se_Se	125	144	0	2	2	2	2	1	4	0	0	0	0	---
JSOES_May2024	90839-595	OtsPBT22-LWSSp-0089	OtsPBT22-LWSSp-0214	Little_White_Salmon_sp	2022	0.000000	0.000000	21.260097	0.999187	0.999187	C_Se_Se	208	259	1	4	4	4	4	1	0	0	0	0	0	---
JSOES_May2024	90839-596	OtsPBT22-LWSSp-0030	OtsPBT22-LWSSp-0128	Little_White_Salmon_sp	2022	0.000000	0.000000	19.579467	0.995649	0.995649	C_Se_Se	660	738	0	9	9	9	9	2	0	0	0	0	0	---
JSOES_May2024	90839-597	OtsRAPH22S_2063	OtsRAPH22S_0066	Rapid_River	2022	0.000000	0.000000	23.260844	0.999890	0.999890	C_Se_Se	5	7	0	1	1	1	1	0	0	3	0	0	0	---
JSOES_May2024	90839-598	OtsPBT22-CarsonNFH-0342	OtsPBT22-CarsonNFH-0243	Carson	2022	0.000000	0.000000	20.298922	0.997876	0.997876	C_Se_Se	145	172	0	4	4	4	4	0	0	0	0	0	0	---
JSOES_May2024	90839-599	OtsPBT22-LWSSp-0768	OtsPBT22-LWSSp-0682	Little_White_Salmon_sp	2022	0.000000	0.000000	21.750885	0.999502	0.999502	C_Se_Se	50	55	0	1	1	1	1	0	1	0	0	0	0	---
JSOES_May2024	90839-600	OtsPBT22-WNFHSCS-0354	OtsPBT22-WNFHSCS-0079	Winthrop	2022	0.000000	0.000000	20.637725	0.998485	0.998485	C_Se_Se	75	86	0	1	1	1	1	0	0	1	0	0	0	---
JSOES_May2024	90839-601	OtsRAPH22S_2230	OtsRAPH22S_0232	Rapid_River	2022	0.000135	0.001000	20.291225	0.997860	0.997860	C_Se_Se	137	129	0	1	1	1	1	0	0	2	0	0	0	---
JSOES_May2024	90839-602	OtsPBT22-CarsonNFH-1708	OtsPBT22-CarsonNFH-1619	Carson	2022	0.000001	0.001000	21.245837	0.999175	0.999175	C_Se_Se	314	355	0	1	1	1	1	1	0	0	0	0	0	---
JSOES_May2024	90839-603	OtsPBT22-LWSSp-0059	OtsPBT22-LWSSp-0166	Little_White_Salmon_sp	2022	0.000000	0.001000	17.847507	0.975895	0.975895	C_Se_Se	105	98	0	1	1	1	1	0	0	2	0	0	0	---
JSOES_May2024	90839-604	OtsPBT22-UmaSp-1175	OtsPBT22-UmaSp-1174	SF_Walla_Walla	2022	0.000005	0.005000	18.033123	0.979896	0.979896	C_Se_Se	221	240	0	3	3	3	3	0	2	5	0	1	1	Ots_u6-75
JSOES_May2024	90839-605	OtsPBT22-CarsonNFH-0102	OtsPBT22-CarsonNFH-0001	Carson	2022	0.000000	0.000000	21.404271	0.999296	0.999296	C_Se_Se	11	11	0	1	1	1	1	0	0	0	0	0	0	---
JSOES_May2024	90839-606	---	---	---	---	---	---	---	---	---	---	182	147	0	0	0	0	0	0	---	---	---	---	---	---
JSOES_May2024	90839-607	OtsPBT22-CarsonNFH-0915	OtsPBT22-CarsonNFH-0829	Carson	2022	0.000000	0.000000	20.780302	0.998686	0.998686	C_Se_Se	307	355	0	5	5	5	5	0	0	0	0	0	0	---
JSOES_May2024	90839-609	OtsPBT22-LWSSp-0302	OtsPBT22-LWSSp-0236	Little_White_Salmon_sp	2022	0.000000	0.000000	19.782189	0.996444	0.996444	C_Se_Se	29	27	0	1	1	1	1	0	0	0	0	0	0	---
JSOES_May2024	90839-610	OtsPBT22-WNFHSCS-0336	OtsPBT22-WNFHSCS-0047	Winthrop	2022	0.854962	0.926000	0.939268	0.000002	0.776652	C_U_U	189	263	0	2	2	2	2	2	0	0	2	2	4	Ots_E2-275,Ots_redd1-187,Ots_TLR3,Ots_vatf-251
JSOES_May2024	90839-611	OtsPBT22-LWSFa-1843	OtsPBT22-LWSFa-1739	Little_White_Salmon_fa	2022	0.000590	0.001000	19.477519	0.995184	0.995184	C_Se_Se	399	472	0	13	13	13	13	2	0	0	0	0	0	---
JSOES_May2024	90839-612	OtsPBT22-BonnTule-1293	OtsPBT22-BonnTule-0490	Bonneville	2022	0.001254	0.002000	18.240957	0.983607	0.983607	C_Se_Se	292	222	0	16	16	16	16	1	1	0	0	0	0	---
JSOES_May2024	90839-613	OtsPBT22-BonnTule-0665	OtsPBT22-BonnTule-0563	Bonneville	2022	0.000753	0.001000	18.490369	0.987179	0.987179	C_Se_Se	479	430	0	167	167	167	167	2	1	0	0	0	0	---
JSOES_May2024	90839-615	OtsPBT22-BonnTule-2392	OtsPBT22-BonnTule-2903	Bonneville	2022	0.002150	0.004000	18.110316	0.981362	0.981362	C_Se_Se	200	171	0	17	17	17	17	1	0	0	0	0	0	---
